airline,airport1,airport2,cnt
all,LIT,PIT,6
all,SJU,MIA,448
all,OKC,EWR,48
all,MSP,SFO,316
all,ALB,DTW,4
all,SLC,SFO,518
all,IAD,AUS,73
all,ATL,TLH,500
all,AUS,SAN,104
all,BUF,RSW,70
all,MEM,GPT,136
all,CMH,ATL,478
all,ATL,BQK,140
all,DEN,DFW,1025
all,ADK,ANC,16
all,DFW,HDN,64
all,HOU,MAF,99
all,AUS,JFK,179
all,DEN,SFO,839
all,DFW,LAS,711
all,ABQ,MDW,111
all,MCO,RSW,224
all,PHL,PHX,392
all,MCO,ORF,112
all,MDW,OAK,111
all,MCO,ORD,550
all,MSY,TPA,160
all,DFW,AEX,168
all,ABQ,SAN,111
all,CAE,IAD,188
all,MKE,LAX,116
all,ORD,LIT,381
all,ORD,XNA,482
all,GEG,OAK,107
all,CHA,DTW,23
all,SAV,ATL,512
all,MSO,SLC,238
all,MEM,PIT,4
all,PIT,ORD,491
all,EWR,DEN,246
all,HRL,IAH,258
all,IAD,DAY,174
all,BDL,MSP,62
all,MIA,DFW,560
all,SFO,BWI,56
all,HRL,SAT,96
all,BOS,SAN,56
all,EWR,JAX,220
all,OTZ,OME,84
all,DEN,CPR,208
all,IND,EWR,178
all,CLE,RDU,22
all,BWI,SAT,103
all,ATL,MIA,944
all,MIA,DTW,274
all,SGF,MEM,58
all,PDX,LMT,56
all,MCO,SEA,112
all,DCA,MKE,317
all,ATL,OMA,210
all,FLL,MDW,224
all,CLE,DCA,158
all,BUR,SLC,158
all,CLT,ATL,1043
all,DEN,PDX,632
all,SJU,TPA,56
all,MCI,OKC,101
all,SAT,ATL,579
all,MEM,OMA,86
all,BWI,MSY,150
all,IAH,TPA,266
all,STX,CLT,8
all,BWI,OKC,56
all,LAS,PSP,168
all,BNA,CLE,104
all,MDW,SRQ,112
all,IND,LGA,108
all,RDU,TPA,158
all,MSN,CLE,48
all,ATL,EVV,158
all,ORF,EWR,84
all,HPN,RSW,101
all,BOS,PIT,128
all,ECP,MCO,112
all,JAX,DTW,112
all,PHL,RDU,392
all,ATL,ICT,276
all,ATL,PHF,435
all,CMH,FLL,44
all,SLC,RNO,322
all,ORD,OGG,6
all,LIH,OGG,28
all,MEM,IAH,278
all,BOS,TPA,260
all,IAH,MFE,248
all,TUS,ORD,112
all,BWI,LIT,56
all,MEM,JAN,160
all,KTN,SEA,168
all,HOU,TUL,193
all,IAH,ONT,112
all,MLI,ORD,161
all,PDX,PHX,598
all,JFK,STL,56
all,IAD,OAK,24
all,PDX,OTH,56
all,MKE,OMA,160
all,IAH,PNS,226
all,MKE,IAH,242
all,ATL,HNL,56
all,BDL,BWI,382
all,ATL,CVG,376
all,JFK,SJC,40
all,MEM,TUL,67
all,CLT,ORF,204
all,STL,CVG,26
all,SAT,CLT,158
all,SLC,CDC,96
all,OKC,LAX,56
all,JFK,SJU,538
all,FAY,ATL,482
all,DFW,ORF,112
all,MEM,MSY,108
all,GSO,EWR,203
all,BDL,MDW,109
all,LAS,SMF,430
all,MEM,MSP,222
all,GCC,SLC,56
all,AVL,MCO,24
all,ALB,BWI,251
all,DEN,OKC,360
all,PHX,LGB,209
all,SFO,MRY,330
all,SUN,SLC,392
all,LAX,SFO,1991
all,ATL,SHV,256
all,SAT,JFK,1
all,SFO,OTH,112
all,GRB,DFW,2
all,SLC,MFR,104
all,CVG,DCA,30
all,BUF,LAS,84
all,DFW,MLI,104
all,PDX,RDM,164
all,DCA,PHL,76
all,DFW,MLU,18
all,PBI,TPA,201
all,SFO,PSC,112
all,FLL,PHL,448
all,FLL,RDU,112
all,MSP,BWI,128
all,ABQ,DEN,394
all,ITO,OGG,56
all,DFW,RDU,278
all,IAH,JAX,262
all,ORD,CHA,104
all,CAK,MCO,95
all,IAD,MDW,304
all,FLL,MEM,80
all,LAS,LIT,56
all,AUS,EWR,134
all,DTW,TPA,321
all,PHX,RDU,56
all,DEN,CAK,72
all,PVD,EWR,216
all,SGF,ORD,325
all,ATL,MHT,35
all,TUL,MIA,4
all,DFW,TYS,269
all,ATL,BDL,318
all,ATL,SDF,404
all,EGE,LAX,56
all,CMH,LAS,112
all,SLC,DFW,392
all,LEX,DFW,168
all,PHX,KOA,56
all,SLC,SNA,316
all,DTW,BOS,302
all,IAH,SJC,127
all,GRR,ORD,284
all,LGB,SEA,152
all,MSP,TYS,33
all,CLE,GSP,48
all,MCI,PDX,56
all,IAH,SJU,60
all,JFK,BWI,56
all,BWI,LGA,163
all,BDL,TPA,168
all,OMA,DEN,399
all,CRW,ATL,259
all,DCA,SEA,112
all,AUS,OAK,56
all,DFW,LFT,168
all,DEN,SEA,827
all,IAD,IND,107
all,RNO,SEA,56
all,DTW,LGA,737
all,BDL,CLE,4
all,BNA,PHL,104
all,ATL,PIT,640
all,BDL,CLT,264
all,MHT,CLE,134
all,ORD,RSW,168
all,IAH,BTR,237
all,CLT,PNS,120
all,BUF,IAD,220
all,MSP,PSP,4
all,LAS,OMA,112
all,ABQ,MCI,56
all,ABQ,MCO,56
all,MSP,PSC,56
all,LAS,IAD,141
all,EKO,SLC,216
all,ORD,MDT,312
all,OGG,PDX,112
all,LAS,IAH,383
all,LIT,PHX,56
all,DEN,COS,604
all,HOU,HRL,358
all,HNL,DEN,64
all,DFW,FSM,112
all,ACT,DFW,100
all,HLN,SLC,152
all,DFW,FSD,112
all,ATL,HOU,444
all,GSP,IAH,104
all,BDL,PBI,56
all,GSP,IAD,92
all,BHM,TPA,104
all,LAX,PDX,470
all,SFO,CLE,56
all,ATL,LWB,56
all,CMH,MCO,212
all,LAX,IAD,570
all,LAX,IAH,483
all,AUS,MCO,112
all,PDX,MSP,160
all,SFO,CLT,168
all,XNA,DTW,2
all,DRO,PHX,112
all,CVG,DTW,108
all,BHM,LAS,56
all,BWI,SLC,156
all,DFW,MSY,336
all,GNV,ATL,364
all,RSW,DTW,268
all,DFW,MSN,150
all,OME,ANC,84
all,BHM,MCO,112
all,BOI,RNO,105
all,BOS,PHL,1162
all,DAY,ORD,386
all,BOS,PHF,56
all,BOS,PHX,288
all,HPN,PBI,272
all,MKE,EWR,144
all,CLT,MSP,245
HA,HNL,LIH,940
HA,LAS,OGG,16
HA,SFO,HNL,56
HA,SJC,HNL,56
HA,PDX,HNL,56
HA,ITO,OGG,56
HA,PDX,OGG,56
HA,OGG,HNL,1344
HA,SMF,HNL,56
HA,OAK,HNL,56
HA,LAX,HNL,112
HA,PHX,HNL,56
HA,ITO,HNL,768
HA,KOA,HNL,956
HA,SEA,HNL,80
HA,SAN,HNL,56
HA,SEA,OGG,56
HA,LIH,OGG,28
HA,KOA,OGG,112
HA,LAS,HNL,136
CO,EWR,CLT,134
CO,CLE,BOS,8
CO,SNA,IAH,252
CO,IAH,SMF,164
CO,PHX,EWR,180
CO,IAH,HDN,56
CO,IAH,MSP,56
CO,CLE,PBI,20
CO,HNL,GUM,56
CO,IAH,EWR,603
CO,PDX,IAH,168
CO,CLE,ORD,55
CO,EWR,BOS,408
CO,IAH,GUC,42
CO,IAH,TUL,48
CO,OKC,IAH,56
CO,ORD,EWR,346
CO,IAH,PIT,112
CO,ORD,FLL,52
CO,IAH,TUS,20
CO,DEN,FLL,24
CO,LAS,EWR,300
CO,SEA,IAH,295
CO,MCO,IAH,324
CO,PHL,IAH,250
CO,CLE,SJU,12
CO,SFO,IAH,368
CO,OMA,IAH,77
CO,ABQ,IAH,33
CO,DEN,IAH,460
CO,BOS,IAH,242
CO,MIA,EWR,280
CO,AUS,EWR,134
CO,EWR,DEN,170
CO,IND,EWR,2
CO,EWR,SAT,92
CO,EWR,JAX,20
CO,MSY,IAH,556
CO,EWR,SFO,272
CO,CLE,MCO,156
CO,EWR,BQN,54
CO,LAS,CLE,130
CO,IAH,PBI,80
CO,IAH,SJC,127
CO,IAH,RSW,128
CO,MCI,IAH,29
CO,IAH,MIA,210
CO,ATL,IAH,100
CO,DTW,IAH,196
CO,IAH,SJU,60
CO,EGE,IAH,56
CO,IAH,IAD,156
CO,DEN,LAS,24
CO,SNA,EWR,120
CO,IAH,ORD,518
CO,SEA,EWR,128
CO,IAH,CLE,330
CO,LAS,SFO,24
CO,CLE,PHX,80
CO,MIA,CLE,20
CO,LAX,HNL,112
CO,EWR,DFW,234
CO,SAN,IAH,318
CO,PDX,EWR,56
CO,IAH,DCA,408
CO,CLE,DEN,88
CO,IAH,TPA,266
CO,RNO,IAH,24
CO,EWR,MTJ,14
CO,LGA,IAH,414
CO,LGA,CLE,64
CO,IAH,SAT,412
CO,EWR,TPA,310
CO,FLL,EWR,408
CO,RSW,CLE,105
CO,CLE,TPA,78
CO,IAH,MTJ,44
CO,ORD,PBI,24
CO,EWR,EGE,56
CO,LAX,OGG,40
CO,SAN,EWR,160
CO,LAX,EWR,320
CO,ANC,SEA,80
CO,LAS,IAH,383
CO,DFW,IAH,108
CO,EWR,MSY,96
CO,IAH,CLT,62
CO,IAH,PHX,262
CO,ATL,EWR,112
CO,IAH,MFE,168
CO,RDU,IAH,102
CO,SFO,CLE,56
CO,LAX,IAH,483
CO,IAH,ONT,112
CO,ELP,IAH,33
CO,HNL,EWR,56
CO,STT,EWR,64
CO,MCO,EWR,492
CO,FLL,IAH,266
CO,GUM,SPN,2
CO,FLL,CLE,101
CO,EWR,PBI,388
CO,EWR,SJU,56
CO,CLE,EWR,318
CO,CLE,DFW,14
CO,AUS,IAH,416
CO,HDN,EWR,8
CO,IAH,BWI,202
CO,CMH,IAH,25
CO,IAH,IND,82
CO,EWR,RSW,185
CO,IAH,HNL,56
CO,SLC,IAH,112
CO,LAX,CLE,108
UA,PIT,DEN,92
UA,IAD,AUS,24
UA,ORD,LAS,275
UA,MSP,ORD,240
UA,ORD,HNL,56
UA,ORD,SEA,276
UA,LGA,ORD,758
UA,MSY,DEN,123
UA,DEN,SNA,214
UA,DTW,ORD,64
UA,ORD,CVG,48
UA,LIH,LAX,64
UA,DEN,MSP,166
UA,PHX,IAD,56
UA,DEN,SFO,494
UA,BOS,DEN,168
UA,OKC,DEN,89
UA,KOA,ORD,6
UA,DFW,LAX,2
UA,DEN,FSD,80
UA,ROC,ORD,56
UA,ORD,SFO,512
UA,ICT,DEN,52
UA,MCO,ORD,326
UA,IAD,SAN,168
UA,ORD,BDL,164
UA,CMH,DEN,66
UA,ALB,ORD,83
UA,IAD,TPA,164
UA,DEN,PHL,108
UA,KOA,DEN,8
UA,ABQ,DEN,33
UA,JFK,LAX,327
UA,RNO,DEN,123
UA,BOS,SFO,270
UA,SFO,LAX,798
UA,ORD,PVD,90
UA,GRR,ORD,68
UA,DEN,IAD,414
UA,SFO,IAD,417
UA,LAX,DEN,460
UA,DEN,IAH,44
UA,PIT,LAX,56
UA,LAX,BWI,56
UA,SFO,PHL,96
UA,PIT,ORD,140
UA,EWR,DEN,76
UA,MCI,DEN,112
UA,IAD,SJU,96
UA,ORD,STT,8
UA,IAD,MIA,35
UA,MCI,ORD,8
UA,BOI,ORD,12
UA,ORD,RIC,56
UA,DEN,BZN,56
UA,SFO,BWI,56
UA,MSY,IAD,90
UA,ORD,BOS,360
UA,SNA,SFO,190
UA,JAC,ORD,54
UA,DEN,SLC,82
UA,SFO,SEA,308
UA,EWR,SFO,56
UA,DEN,OAK,98
UA,IAD,BDL,136
UA,SFO,LIH,64
UA,DEN,LGA,250
UA,ATL,IAD,14
UA,PIT,SFO,56
UA,LAX,ORD,554
UA,OGG,SFO,120
UA,PDX,SFO,146
UA,IAD,STT,17
UA,IAH,ORD,88
UA,EGE,DEN,112
UA,IAH,IAD,24
UA,ORD,PDX,244
UA,PSP,DEN,32
UA,SMF,IAD,56
UA,LAS,SFO,311
UA,LAS,LAX,207
UA,MIA,DEN,64
UA,DCA,ORD,582
UA,SFO,MSY,23
UA,DFW,DEN,185
UA,SAN,ORD,238
UA,LAX,HNL,176
UA,DEN,BOI,64
UA,DEN,SEA,248
UA,JFK,SFO,384
UA,SFO,SLC,24
UA,ORD,BWI,198
UA,DEN,LIH,8
UA,IAD,ABQ,56
UA,BUF,ORD,72
UA,SJC,DEN,127
UA,MCO,SFO,56
UA,LAX,MSY,56
UA,SFO,DFW,66
UA,IAD,DFW,84
UA,BWI,DEN,198
UA,IAD,ORD,386
UA,KOA,LAX,80
UA,JAX,ORD,71
UA,HNL,SFO,212
UA,ATL,ORD,80
UA,BOS,IAD,273
UA,ORD,PHL,212
UA,ORD,SJU,72
UA,SMF,DEN,158
UA,MSP,SFO,56
UA,EWR,ORD,315
UA,OGG,LAX,112
UA,LAS,IAD,141
UA,SEA,IAD,168
UA,ORD,MDT,52
UA,ORD,DEN,530
UA,GEG,DEN,106
UA,TPA,DEN,116
UA,DEN,MTJ,8
UA,LAX,MCO,80
UA,HNL,DEN,64
UA,ORD,CLT,81
UA,ORD,OGG,6
UA,PDX,IAD,56
UA,PHX,SFO,137
UA,TUL,DEN,100
UA,SFO,RNO,39
UA,CMH,ORD,82
UA,DEN,SAN,263
UA,ORD,OMA,86
UA,LAX,PDX,1
UA,PSP,ORD,24
UA,AUS,DEN,48
UA,LAX,IAD,404
UA,SAT,IAD,64
UA,DEN,SAT,32
UA,PDX,DEN,170
UA,MCO,DEN,228
UA,SNA,ORD,162
UA,BIL,DEN,100
UA,LAS,DEN,295
UA,DEN,OMA,182
UA,IAD,MCO,286
UA,DEN,CLE,24
UA,SFO,SAN,352
UA,IAD,RDU,123
UA,ORD,TPA,212
UA,CLE,ORD,56
UA,DEN,OGG,28
UA,DEN,DSM,88
UA,STL,SFO,56
UA,OGG,KOA,6
UA,STT,SJU,25
UA,SMF,ORD,112
UA,DEN,DCA,56
UA,ONT,DEN,156
UA,PHX,DEN,296
UA,KOA,SFO,112
UA,LAX,PHL,52
UA,IAH,SFO,48
UA,RDU,ORD,28
UA,ORD,PHX,205
UA,BOS,LAX,108
UA,MSY,ORD,48
UA,ORD,DSM,40
UA,ORD,MIA,56
UA,JAC,DEN,68
UA,DFW,ORD,100
F9,DEN,SDF,56
F9,DEN,GEG,37
F9,DEN,SAN,242
F9,DEN,CAK,72
F9,FLL,MKE,2
F9,LAS,MKE,60
F9,MKE,MCO,82
F9,DEN,TUS,110
F9,MKE,BOS,120
F9,MKE,DFW,2
F9,DEN,DTW,152
F9,MKE,PIE,52
F9,DEN,ATL,150
F9,DEN,IND,152
F9,MDW,DEN,192
F9,DEN,DFW,230
F9,DCA,DEN,167
F9,DEN,DAY,104
F9,DEN,OKC,2
F9,STL,DEN,128
F9,LAS,DEN,374
F9,DEN,RSW,32
F9,DEN,MSN,48
F9,DEN,BNA,56
F9,DEN,MSP,196
F9,DEN,SFO,137
F9,DEN,MSY,56
F9,DEN,LGA,110
F9,MCI,DEN,82
F9,MKE,RSW,56
F9,MKE,DEN,162
F9,MKE,MSP,4
F9,DEN,PHF,24
F9,MKE,PHX,92
F9,SLC,DEN,168
F9,DEN,LAX,280
F9,DCA,MKE,101
F9,AUS,DEN,98
F9,SNA,DEN,222
F9,DEN,MCO,115
F9,DEN,FLL,112
F9,TPA,DEN,80
F9,DEN,PHL,40
F9,MKE,LAX,16
F9,DEN,SMF,104
F9,HOU,DEN,106
F9,DEN,PHX,285
F9,DEN,SEA,224
F9,MKE,LGA,148
F9,DEN,PDX,205
AS,YAK,CDV,56
AS,FAI,ANC,410
AS,ATL,SEA,56
AS,SEA,SNA,438
AS,BUR,SEA,160
AS,FAI,SCC,28
AS,SEA,SJC,280
AS,ANC,OTZ,84
AS,LAS,SEA,390
AS,OGG,SAN,56
AS,JNU,KTN,56
AS,SEA,MSP,104
AS,SEA,OAK,208
AS,ORD,SEA,143
AS,SEA,DFW,155
AS,ORD,PDX,46
AS,SEA,LIH,56
AS,KTN,SEA,168
AS,KTN,WRG,56
AS,ANC,ORD,56
AS,SCC,BRW,36
AS,PDX,KOA,32
AS,ANC,HNL,56
AS,MIA,SEA,56
AS,JNU,SIT,112
AS,ANC,PDX,104
AS,SEA,JNU,112
AS,PSP,SFO,104
AS,PDX,PHX,152
AS,ADK,ANC,16
AS,SJC,OGG,24
AS,SFO,SEA,376
AS,AUS,SEA,52
AS,SEA,LAX,523
AS,OTZ,OME,84
AS,AUS,SJC,94
AS,FAI,BRW,56
AS,SMF,OGG,28
AS,ADQ,ANC,104
AS,PHX,SEA,264
AS,HNL,PDX,56
AS,ANC,BET,160
AS,LAX,PDX,266
AS,TUS,SEA,56
AS,SEA,SMF,216
AS,PDX,PSP,56
AS,LAS,BLI,56
AS,OAK,KOA,24
AS,SEA,BOS,56
AS,SEA,KOA,80
AS,SIT,KTN,56
AS,MCO,SEA,112
AS,SJC,PDX,112
AS,JNU,ANC,168
AS,CDV,ANC,56
AS,JNU,YAK,56
AS,OGG,PDX,56
AS,SEA,STL,56
AS,SEA,IAH,56
AS,PDX,SNA,224
AS,ANC,SCC,40
AS,SEA,EWR,108
AS,LAS,PDX,160
AS,OGG,ANC,24
AS,SEA,GEG,136
AS,SEA,SAN,376
AS,BOS,PDX,48
AS,SEA,ANC,670
AS,SFO,PDX,56
AS,PSG,JNU,56
AS,WRG,PSG,56
AS,BRW,ANC,36
AS,ONT,SEA,152
AS,DCA,SEA,112
AS,OGG,SEA,112
AS,DCA,LAX,56
AS,OAK,OGG,32
AS,SAN,PDX,168
AS,SEA,HNL,112
AS,DEN,SEA,164
AS,PSP,SEA,152
AS,FAI,SEA,112
AS,OME,ANC,84
US,DFW,PHX,288
US,SAN,PHL,112
US,SNA,PHX,320
US,TUS,PHX,96
US,DFW,PHL,256
US,SAN,PHX,344
US,IND,PHX,112
US,EWR,CLT,432
US,CLT,LAX,224
US,BWI,CLT,470
US,DCA,RSW,80
US,ONT,PHX,272
US,CLT,LAS,280
US,PHL,RSW,192
US,CLT,MCI,160
US,MSY,PHL,100
US,EWR,PHX,168
US,PHL,RDU,232
US,PBI,DCA,164
US,PHL,PIT,188
US,SJC,PHX,276
US,CLT,IAD,56
US,PHL,PHX,336
US,CLT,LGA,500
US,FLL,DCA,212
US,DCA,PHL,76
US,SYR,DCA,48
US,PHX,SAT,56
US,FLL,PHL,280
US,DAB,CLT,32
US,TPA,CLT,448
US,TPA,PHX,120
US,LAS,BOS,54
US,PHL,SJU,200
US,STT,PHL,56
US,DEN,PHX,288
US,BDL,PHL,48
US,OGG,PHX,56
US,DCA,LAS,56
US,PHL,TPA,274
US,CLT,MHT,32
US,BUR,PHX,112
US,PHX,LAS,554
US,SYR,PHL,48
US,BNA,CLT,160
US,RDU,CLT,390
US,LAS,DFW,142
US,PHX,FLL,112
US,PHX,ELP,33
US,BOS,CLT,498
US,CLT,DTW,204
US,SFO,PHX,288
US,RNO,PHX,241
US,PHX,STL,168
US,PIT,PHX,114
US,DCA,JAX,100
US,PHL,SFO,168
US,PIT,CLT,444
US,CLT,STT,64
US,SFO,LAS,104
US,PHX,KOA,56
US,JAX,CLT,336
US,PHL,PBI,168
US,PHX,ANC,56
US,BWI,PHL,104
US,CLT,PBI,336
US,IND,CLT,72
US,ROC,CLT,56
US,PHX,HNL,96
US,DTW,PHL,56
US,PHL,SEA,56
US,PIT,DFW,2
US,PHX,JFK,170
US,PVD,PHL,184
US,LAX,PHX,344
US,MCO,CLT,504
US,IAH,CLT,326
US,SMF,PHX,256
US,MIA,CLT,360
US,PHL,DEN,98
US,BDL,DCA,56
US,LAX,PHL,220
US,LGA,BOS,760
US,LAS,PHL,272
US,MHT,PHL,48
US,STX,CLT,8
US,CLT,FLL,448
US,STL,CLT,112
US,PHL,BUF,72
US,BDL,CLT,256
US,MCO,DCA,262
US,MEM,CLT,32
US,LGA,PHL,52
US,CLT,MDT,96
US,LAX,LAS,168
US,RSW,CLT,355
US,BUF,CLT,204
US,PVD,DCA,48
US,DCA,DFW,14
US,PHL,IND,64
US,PHX,ABQ,39
US,MIA,PHL,192
US,SYR,CLT,144
US,ALB,CLT,112
US,DCA,CLT,476
US,ATL,PHX,176
US,MYR,CLT,152
US,PHX,DCA,168
US,OAK,PHX,263
US,SEA,PHX,288
US,DCA,BUF,24
US,PHL,JAX,156
US,IAH,PHX,230
US,MSY,CLT,200
US,CLT,PVD,240
US,BOI,PHX,112
US,CLE,CLT,96
US,CHS,CLT,40
US,CLT,SEA,56
US,RIC,CLT,188
US,MCO,PHX,120
US,PHX,PDX,288
US,PHX,MKE,112
US,CLT,SAN,56
US,PHX,BWI,120
US,CLT,SJU,152
US,SFO,CLT,168
US,MCO,PHL,386
US,PHX,MSP,232
US,MSP,PHL,104
US,PHX,BOS,176
US,CLT,PHL,539
US,DEN,CLT,280
US,GEG,PHX,112
US,SLC,PHX,264
US,CLT,PWM,56
US,PHX,CMH,110
US,MCI,PHX,154
US,LIH,PHX,42
US,JFK,CLT,160
US,CLT,DFW,426
US,CLT,ABE,56
US,PHX,ORD,282
US,DCA,LGA,772
US,ORD,PHL,372
US,PHX,CLT,392
US,BOS,PHL,746
US,ATL,PHL,216
US,CLT,ORF,56
US,TPA,DCA,212
US,CLT,ORD,440
US,OMA,PHX,108
US,SAT,CLT,56
US,PHX,DTW,176
US,DCA,BOS,744
US,CLT,ATL,408
US,CLT,MSP,152
XE,AVL,EWR,52
XE,BNA,EWR,260
XE,BNA,IAD,140
XE,CHS,ORD,55
XE,ORD,MHT,5
XE,DEN,XNA,66
XE,IAH,COS,103
XE,MOB,IAH,260
XE,AVP,ORD,108
XE,IAD,ROC,87
XE,ORD,OKC,117
XE,IAH,STL,137
XE,ABQ,IAH,222
XE,CLE,GRB,90
XE,EWR,TYS,50
XE,EWR,IAD,70
XE,CAK,ORD,160
XE,CLE,DFW,108
XE,MEM,DEN,85
XE,CLE,IAD,224
XE,ORD,ROC,132
XE,GSP,ORD,78
XE,IAD,LGA,47
XE,JAX,EWR,200
XE,DEN,BNA,39
XE,CLE,ORF,56
XE,IAH,MAF,249
XE,ORD,DAY,91
XE,IAH,HSV,142
XE,CHS,EWR,108
XE,DEN,PIA,39
XE,DEN,OMA,21
XE,AMA,IAH,198
XE,AVL,IAH,48
XE,DEN,FSD,24
XE,IAH,TUL,184
XE,IAD,BUF,99
XE,VPS,IAH,112
XE,IAH,CVG,212
XE,CLT,IAD,53
XE,ORD,TVC,109
XE,GSO,EWR,203
XE,IND,ORD,83
XE,ORD,PNS,28
XE,ABE,ORD,195
XE,ORD,EWR,14
XE,AUS,DEN,21
XE,TUL,EWR,48
XE,BHM,ORD,128
XE,IAH,PIT,81
XE,CLT,EWR,135
XE,DTW,ORD,50
XE,EWR,GSP,82
XE,ALB,ORD,77
XE,CAE,IAD,4
XE,LIT,EWR,48
XE,ORD,MSN,141
XE,IAD,PVD,28
XE,GRB,ORD,188
XE,GRR,DEN,8
XE,ABQ,DEN,44
XE,ORD,LIT,142
XE,IAH,SDF,177
XE,MSN,CLE,48
XE,DTW,EWR,232
XE,IAD,SAV,84
XE,LCH,IAH,54
XE,LAN,ORD,26
XE,EWR,PIT,128
XE,GRR,ORD,68
XE,OMA,IAH,248
XE,MEM,ORD,131
XE,DEN,SGF,51
XE,EWR,MSY,36
XE,LIT,IAH,306
XE,GRK,IAH,29
XE,MHT,EWR,208
XE,SHV,IAH,124
XE,IND,IAD,50
XE,RAP,ORD,46
XE,BOS,CLE,76
XE,PIT,ORD,6
XE,DFW,IAH,127
XE,CAE,ORD,40
XE,EWR,XNA,80
XE,CLE,MSY,34
XE,HRL,IAH,258
XE,IAH,MSY,26
XE,PVD,EWR,216
XE,CLE,MSP,143
XE,OMA,EWR,112
XE,EWR,SAV,148
XE,IAH,MSP,168
XE,BNA,IAH,352
XE,IAH,DSM,80
XE,DEN,IND,1
XE,HSV,ORD,108
XE,TUS,IAH,73
XE,CLE,MKE,186
XE,IAH,CRW,52
XE,IAH,CMH,44
XE,JAX,CLE,22
XE,CLE,TYS,34
XE,IAH,CRP,492
XE,EWR,SYR,22
XE,IAH,MCO,24
XE,CLE,MCI,154
XE,OKC,DEN,77
XE,CLE,MCO,6
XE,IAH,MCI,390
XE,DEN,ELP,89
XE,IND,EWR,176
XE,PBI,CLE,36
XE,CLE,RDU,22
XE,EWR,ROC,159
XE,IAH,LRD,180
XE,IAH,PBI,126
XE,ATL,IAD,15
XE,ORD,XNA,126
XE,MCI,IAD,36
XE,IAD,CVG,54
XE,CLE,GSP,48
XE,IAH,RSW,2
XE,BWI,EWR,132
XE,EWR,RDU,153
XE,IAD,BTV,49
XE,ATL,IAH,168
XE,LNK,DEN,33
XE,DTW,IAH,4
XE,GSO,IAH,97
XE,ORD,SDF,36
XE,IAH,BHM,302
XE,DEN,MCI,105
XE,IND,CLE,39
XE,IAH,ORD,1
XE,AEX,IAH,112
XE,DTW,IAD,24
XE,COS,ORD,1
XE,GSO,IAD,42
XE,GRR,CLE,150
XE,MIA,CLE,20
XE,ORF,ORD,80
XE,DSM,DEN,25
XE,DRO,DEN,49
XE,IAH,CLT,266
XE,GSP,IAD,68
XE,ROA,ORD,73
XE,ORD,BNA,179
XE,CLE,STL,52
XE,IAD,SYR,111
XE,BDL,CLE,4
XE,IAH,MLU,23
XE,DEN,CID,49
XE,DEN,MSN,56
XE,EWR,DCA,343
XE,BUF,ORD,122
XE,IAH,JAX,262
XE,DEN,RAP,108
XE,DEN,TUL,65
XE,BWI,ORD,114
XE,IAH,BTR,237
XE,ORD,SAV,70
XE,FAR,ORD,145
XE,ORD,CVG,85
XE,IAD,IAH,60
XE,MHT,CLE,134
XE,IAH,ORF,112
XE,BTV,ORD,174
XE,MEM,EWR,96
XE,ALB,CLE,64
XE,CLE,LGA,121
XE,IAH,SAV,94
XE,LNK,ORD,117
XE,BRO,IAH,262
XE,FSD,ORD,232
XE,SDF,CLE,71
XE,ORF,EWR,84
XE,ATL,ORD,11
XE,BUF,CLE,46
XE,MYR,EWR,40
XE,EWR,SDF,144
XE,IAH,MTJ,16
XE,MSP,EWR,220
XE,IAD,PIT,30
XE,IAH,RDU,138
XE,ORD,SBN,48
XE,LEX,IAH,92
XE,CHS,IAD,123
XE,IAH,OKC,284
XE,TYS,IAD,140
XE,TYS,IAH,163
XE,CRW,ORD,98
XE,BDL,EWR,27
XE,CLE,ATL,134
XE,IAH,DAY,108
XE,IAH,GRR,52
XE,DEN,MTJ,48
XE,CLE,TPA,2
XE,CLE,PVD,92
XE,DEN,FAR,145
XE,LEX,ORD,72
XE,ROC,CLE,102
XE,DEN,BIS,45
XE,GPT,IAH,254
XE,DAL,IAH,295
XE,MDT,ORD,92
XE,IAH,PHX,18
XE,ATL,EWR,132
XE,EWR,MSN,48
XE,DEN,ICT,71
XE,ICT,ORD,215
XE,CLE,DCA,138
XE,MEM,IAH,242
XE,LBB,IAH,202
XE,ORD,CLE,263
XE,IAH,MFE,80
XE,CMH,ORD,85
XE,GSP,IAH,104
XE,ORF,IAD,77
XE,IAH,RIC,108
XE,DAY,IAD,172
XE,EWR,DAY,144
XE,ORD,SGF,95
XE,MCI,EWR,248
XE,MCI,ORD,148
XE,CLE,CLT,65
XE,SAT,IAH,144
XE,ATW,ORD,226
XE,CLE,DAY,96
XE,EWR,GRR,88
XE,CLE,BTV,40
XE,ELP,IAH,154
XE,PHL,CLE,42
XE,ORD,PIA,153
XE,GJT,DEN,56
XE,IAH,CAE,94
XE,SDF,DEN,12
XE,ORD,TYS,190
XE,CLE,FLL,4
XE,IAD,PNS,54
XE,CMH,EWR,169
XE,IAD,RDU,48
XE,IAD,ROA,27
XE,DEN,LIT,100
XE,IAH,CHS,120
XE,TUL,ORD,162
XE,STL,EWR,236
XE,HSV,IAD,20
XE,BUF,EWR,65
XE,IAH,PNS,226
XE,RIC,EWR,248
XE,OMA,FSD,1
XE,ALB,IAD,59
XE,JAN,IAH,227
XE,MKE,IAH,189
XE,CID,ORD,45
XE,ORD,SYR,113
XE,SLC,IAH,14
